iter	Passed	Remaining
273	12127	32133
274	12175	32097
275	12217	32048
276	12262	32005
277	12312	31976
278	12361	31945
279	12399	31885
280	12447	31849
281	12498	31821
282	12544	31781
283	12578	31712
284	12626	31677
285	12676	31646
286	12714	31587
287	12764	31556
288	12807	31509
289	12845	31449
290	12893	31413
291	12937	31369
292	12986	31335
293	13030	31289
294	13072	31240
295	13109	31180
296	13151	31130
297	13200	31095
298	13237	31035
299	13286	31002
300	13327	30949
301	13375	30914
302	13411	30851
303	13459	30816
304	13508	30781
305	13546	30722
306	13593	30684
307	13641	30648
308	13678	30589
309	13726	30553
310	13769	30505
311	13801	30433
312	13847	30393
313	13889	30344
314	13928	30289
315	13976	30252
316	14018	30204
317	14054	30142
318	14098	30097
319	14148	30066
320	14195	30026
321	14235	29973
322	14269	29907
323	14313	29863
324	14361	29827
325	14406	29785
326	14453	29747
327	14493	29695
328	14542	29660
329	14585	29613
330	14626	29561
331	14682	29542
332	14734	29513
333	14784	29481
334	14831	29442
335	14871	29389
336	14918	29350
337	14967	29314
338	15003	29254
339	15050	29216
340	15096	29175
341	15127	29104
342	15174	29066
343	15214	29013
344	15252	28957
345	15300	28920
346	15349	28885
347	15388	28831
348	15437	28795
349	15483	28755
350	15521	28700
351	15568	28660
352	15612	28615
353	15649	28558
354	15699	28523
355	15746	28485
356	15786	28433
357	15836	28400
358	15879	28352
359	15917	28298
360	15962	28254
361	16009	28214
362	16047	28159
363	16094	28121
364	16137	28074
365	16172	28015
366	16217	27971
367	16269	27940
368	16304	27881
369	16355	27847
370	16405	27814
371	16446	27764
372	16497	27731
373	16541	27687
374	16590	27650
375	16629	27598
376	16676	27557
377	16719	27512
378	16758	27459
379	16807	27422
380	16856	27385
381	16895	27333
382	16948	27303
383	16996	27265
384	17039	27218
385	17089	27183
386	17135	27141
387	17173	27087
388	17223	27053
389	17272	27015
390	17312	26964
391	17358	26922
392	17400	26875
393	17433	26813
394	17480	26773
395	17528	26734
396	17569	26686
397	17617	26647
398	17663	26605
399	17709	26564
400	17752	26518
401	17800	26479
402	17836	26422
403	17885	26385
404	17934	26347
405	17971	26293
406	18019	26254
407	18066	26213
408	18105	26161
409	18152	26122
410	18202	26085
411	18247	26042
412	18297	26005
413	18337	25956
414	18385	25917
415	18428	25871
416	18459	25807
417	18504	25765
418	18548	25719
419	18584	25664
420	18630	25622
421	18677	25582
422	18720	25535
423	18768	25496
424	18811	25450
425	18848	25396
426	18894	25354
427	18942	25315
428	18982	25265
429	19034	25231
430	19076	25184
431	19112	25130
432	19158	25087
433	19208	25050
434	19246	24997
435	19295	24960
436	19343	24921
437	19382	24869
438	19430	24830
439	19478	24790
440	19524	24748
441	19563	24698
442	19609	24655
443	19655	24613
444	19686	24552
445	19733	24512
446	19774	24463
447	19815	24415
448	19858	24369
449	19895	24316
450	19943	24276
451	19990	24236
452	20029	24185
453	20076	24144
454	20124	24105
455	20161	24051
456	20207	24010
457	20255	23970
458	20295	23920
459	20340	23878
460	20391	23841
461	20429	23790
462	20477	23750
463	20520	23704
464	20551	23645
465	20598	23603
466	20638	23555
467	20686	23515
468	20722	23461
469	20770	23421
470	20819	23383
471	20856	23330
472	20906	23293
473	20954	23253
474	20992	23202
475	21038	23160
476	21080	23113
477	21118	23062
478	21167	23023
479	21215	22983
480	21255	22935
481	21304	22895
482	21345	22848
483	21384	22798
484	21432	22757
485	21480	22718
486	21519	22668
487	21568	22629
488	21610	22582
489	21647	22530
490	21693	22488
491	21741	22448
492	21773	22392
493	21823	22353
494	21864	22305
495	21906	22260
496	21952	22217
497	21996	22172
498	22044	22133
499	22086	22086
500	22140	22052
501	22181	22005
502	22229	21964
503	22275	21921
504	22318	21876
505	22365	21835
506	22412	21793
507	22454	21747
508	22506	21710
509	22543	21659
510	22593	21620
511	22641	21580
512	22679	21529
513	22727	21489
514	22773	21447
515	22820	21405
516	22853	21351
517	22900	21308
518	22951	21270
519	22994	21225
520	23041	21183
521	23079	21134
522	23126	21092
523	23177	21054
524	23216	21005
525	23265	20965
526	23307	20919
527	23354	20877
528	23392	20827
529	23440	20787
530	23488	20745
531	23528	20697
532	23576	20656
533	23618	20610
534	23653	20558
535	23701	20517
536	23748	20475
537	23793	20432
538	23834	20385
539	23873	20336
540	23920	20294
541	23969	20254
542	24007	20205
543	24054	20163
544	24105	20124
545	24145	20076
546	24195	20037
547	24237	19991
548	24261	19930
549	24313	19893
550	24357	19848
551	24400	19803
552	24438	19753
553	24486	19713
554	24535	19672
555	24574	19624
556	24621	19582
557	24670	19541
558	24711	19494
559	24761	19455
560	24803	19409
561	24850	19367
562	24897	19325
563	24934	19275
564	24982	19234
565	25028	19191
566	25060	19138
567	25106	19095
568	25148	19049
569	25196	19007
570	25233	18958
571	25281	18916
572	25330	18876
573	25368	18827
574	25415	18785
575	25462	18743
576	25495	18691
577	25541	18648
578	25589	18606
579	25631	18560
580	25679	18518
581	25717	18470
582	25760	18425
583	25812	18386
584	25851	18339
585	25899	18297
586	25943	18252
587	25978	18202
588	26028	18162
589	26069	18116
590	26117	18074
591	26158	18028
592	26197	17980
593	26242	17937
594	26289	17894
595	26321	17842
596	26368	17799
597	26408	17752
598	26439	17700
599	26485	17656
600	26538	17618
601	26571	17567
602	26620	17526
603	26663	17481
604	26705	17436
605	26739	17384
606	26783	17340
607	26831	17299
608	26875	17255
609	26923	17213
610	26967	17169
611	27015	17127
612	27061	17084
613	27107	17041
614	27147	16995
615	27202	16957
616	27244	16911
617	27295	16872
618	27338	16827
619	27377	16779
620	27429	16740
621	27476	16698
622	27518	16652
623	27546	16598
624	27592	16555
625	27635	16510
626	27670	16461
627	27713	16416
628	27762	16374
629	27804	16329
630	27856	16290
631	27902	16247
632	27941	16199
633	27990	16158
634	28037	16115
635	28076	16068
636	28124	16027
637	28168	15982
638	28203	15933
639	28248	15889
640	28294	15846
641	28340	15803
642	28387	15760
643	28428	15715
644	28477	15673
645	28521	15629
646	28568	15586
647	28607	15539
648	28656	15498
649	28698	15452
650	28737	15405
651	28784	15363
652	28833	15322
653	28872	15275
654	28920	15232
655	28962	15187
656	28994	15137
657	29039	15093
658	29088	15052
659	29129	15006
660	29165	14957
661	29212	14915
662	29262	14874
663	29298	14825
664	29346	14783
665	29395	14742
666	29434	14695
667	29482	14652
668	29526	14608
669	29563	14561
670	29609	14517
671	29654	14474
672	29706	14433
673	29749	14389
674	29796	14346
675	29836	14300
676	29887	14259
677	29929	14214
678	29976	14171
679	30013	14123
680	30061	14081
681	30110	14039
682	30149	13993
683	30196	13950
684	30239	13905
685	30272	13856
686	30319	13813
687	30366	13770
688	30410	13726
689	30459	13684
690	30500	13639
691	30551	13598
692	30593	13553
693	30641	13510
694	30681	13464
695	30730	13422
696	30772	13377
697	30811	13330
698	30860	13288
699	30903	13244
700	30941	13197
701	30989	13154
702	31037	13112
703	31075	13066
704	31124	13023
705	31168	12979
706	31207	12933
707	31253	12889
708	31301	12847
709	31338	12800
710	31386	12757
711	31434	12715
712	31474	12669
713	31524	12627
714	31567	12582
715	31602	12535
716	31649	12491
717	31694	12448
718	31741	12405
719	31782	12359
720	31812	12310
721	31858	12266
722	31899	12221
723	31935	12174
724	31980	12130
725	32027	12087
726	32075	12044
727	32116	11999
728	32153	11952
729	32199	11909
730	32248	11867
731	32289	11821
732	32344	11781
733	32394	11739
734	32437	11695
735	32479	11650
736	32513	11602
737	32555	11557
738	32603	11515
739	32655	11473
740	32701	11430
741	32748	11386
742	32788	11341
743	32837	11299
744	32880	11254
745	32922	11209
746	32973	11167
747	33020	11124
748	33061	11079
749	33097	11032
750	33145	10989
751	33197	10948
752	33238	10902
753	33289	10861
754	33330	10815
755	33378	10772
756	33428	10730
757	33480	10688
758	33520	10643
759	33568	10600
760	33613	10556
761	33660	10513
762	33695	10466
763	33744	10423
764	33793	10381
765	33838	10337
766	33882	10292
767	33924	10247
768	33960	10201
769	34005	10157
770	34054	10114
771	34087	10067
772	34131	10023
773	34174	9978
774	34244	9941
775	34311	9904
776	34381	9867
777	34448	9829
778	34512	9791
779	34554	9746
780	34597	9701
781	34637	9656
782	34685	9612
783	34734	9569
784	34772	9523
785	34817	9479
786	34864	9436
787	34895	9388
788	34945	9345
789	34989	9301
790	35033	9256
791	35081	9213
792	35120	9167
793	35166	9123
794	35216	9081
795	35255	9035
796	35302	8991
797	35346	8947
798	35376	8899
799	35423	8855
800	35464	8810
801	35501	8764
802	35549	8721
803	35598	8678
804	35643	8634
805	35677	8587
806	35724	8543
807	35773	8500
808	35816	8455
809	35863	8412
810	35895	8365
811	35944	8322
812	35993	8279
813	36030	8232
814	36076	8189
815	36123	8145
816	36158	8099
817	36202	8054
818	36250	8011
819	36293	7966
820	36328	7920
821	36376	7877
822	36426	7834
823	36464	7788
824	36512	7745
825	36561	7701
826	36596	7655
827	36644	7612
828	36689	7568
829	36721	7521
830	36770	7477
831	36813	7433
832	36860	7389
833	36899	7344
834	36945	7300
835	36988	7256
836	37020	7209
837	37063	7164
838	37114	7122
839	37158	7077
840	37199	7032
841	37249	6989
842	37291	6945
843	37338	6901
844	37375	6855
845	37427	6813
846	37473	6769
847	37512	6723
848	37563	6680
849	37606	6636
850	37656	6593
851	37701	6549
852	37740	6503
853	37786	6460
854	37830	6415
855	37881	6372
856	37925	6328
857	37967	6283
858	38002	6237
859	38049	6194
860	38102	6151
861	38149	6107
862	38195	6063
863	38238	6018
864	38285	5975
865	38323	5929
866	38371	5886
867	38415	5841
868	38452	5796
869	38500	5752
870	38551	5709
871	38589	5664
872	38636	5620
873	38684	5576
874	38723	5531
875	38770	5488
876	38817	5444
877	38855	5399
878	38905	5355
879	38948	5311
880	38983	5265
881	39030	5221
882	39078	5177
883	39112	5132
884	39159	5088
885	39206	5044
886	39250	5000
887	39297	4956
888	39336	4911
889	39383	4867
890	39427	4823
891	39458	4777
892	39501	4733
893	39544	4688
894	39574	4642
895	39621	4598
896	39661	4554
897	39699	4509
898	39746	4465
899	39795	4421
900	39833	4376
901	39882	4333
902	39927	4288
903	39963	4243
904	40011	4200
905	40060	4156
906	40100	4111
907	40147	4067
908	40191	4023
909	40226	3978
910	40268	3934
911	40314	3889
912	40359	3845
913	40407	3802
914	40441	3756
915	40489	3713
916	40539	3669
917	40572	3624
918	40618	3580
919	40666	3536
920	40710	3491
921	40757	3448
922	40793	3403
923	40841	3359
924	40890	3315
925	40928	3270
926	40975	3226
927	41023	3182
928	41061	3138
929	41110	3094
930	41154	3050
931	41185	3004
932	41231	2960
933	41280	2917
934	41323	2872
935	41370	2828
936	41406	2783
937	41453	2739
938	41493	2695
939	41544	2651
940	41587	2607
941	41635	2563
942	41669	2518
943	41714	2474
944	41761	2430
945	41801	2386
946	41834	2341
947	41878	2297
948	41927	2253
949	41971	2209
950	42018	2165
951	42056	2120
952	42103	2076
953	42149	2032
954	42194	1988
955	42240	1944
956	42283	1899
957	42334	1856
958	42374	1811
959	42422	1767
960	42465	1723
961	42504	1678
962	42552	1634
963	42606	1591
964	42629	1546
965	42678	1502
966	42723	1458
967	42770	1413
968	42813	1369
969	42848	1325
970	42899	1281
971	42946	1237
972	42979	1192
973	43028	1148
974	43080	1104
975	43122	1060
976	43171	1016
977	43211	972
978	43253	927
979	43303	883
980	43355	839
981	43399	795
982	43446	751
983	43481	707
984	43529	662
985	43576	618
986	43612	574
987	43659	530
988	43706	486
989	43748	441
990	43796	397
991	43832	353
992	43877	309
993	43929	265
994	43968	220
995	44016	176
996	44058	132
997	44096	88
998	44145	44
999	44193	0
