iter	Logloss
222	0.3734292216
223	0.3729671852
224	0.3718865187
225	0.3705683065
226	0.3695880109
227	0.3684922987
228	0.367472411
229	0.3661585899
230	0.3653188625
231	0.3639201277
232	0.3631141716
233	0.3622720372
234	0.3612295193
235	0.3602817295
236	0.3595179858
237	0.3588720519
238	0.3582626687
239	0.3572144541
240	0.3556545377
241	0.3546683723
242	0.3535015648
243	0.352610468
244	0.3516980173
245	0.3505346008
246	0.349908988
247	0.3486900738
248	0.347446943
249	0.3465825662
250	0.3455496945
251	0.3444559876
252	0.3434547137
253	0.3428672128
254	0.3419526546
255	0.3411856865
256	0.3406779415
257	0.3394323881
258	0.3384917828
259	0.3377419041
260	0.3367239139
261	0.3356818704
262	0.3349593274
263	0.3342534083
264	0.3336081121
265	0.3328881803
266	0.3317429448
267	0.3311846648
268	0.3304306669
269	0.3291567523
270	0.3285220845
271	0.3276917681
272	0.3267766466
273	0.3258298293
274	0.3249217966
275	0.3241386307
276	0.323278201
277	0.3226527335
278	0.321786371
279	0.3211437447
280	0.3203427498
281	0.3195648708
282	0.3188831537
283	0.318006233
284	0.3174099016
285	0.3166232991
286	0.3158568879
287	0.314861474
288	0.3138390469
289	0.3130233402
290	0.3123653882
291	0.3115827645
292	0.3108971772
293	0.3100113248
294	0.3093621453
295	0.3086210097
296	0.3080652119
297	0.3072670682
298	0.3065021283
299	0.30582427
300	0.3050681206
301	0.304587614
302	0.3040597504
303	0.303401591
304	0.3028206678
305	0.3019099627
306	0.3010705954
307	0.300159954
308	0.299407732
309	0.2985319242
310	0.2980771244
311	0.2973217915
312	0.2967378032
313	0.2959092823
314	0.2950271286
315	0.2942149639
316	0.2938110224
317	0.2931580723
318	0.2923737323
319	0.2918590895
320	0.2914489769
321	0.2904019927
322	0.2898030624
323	0.289322649
324	0.2886166703
325	0.2879271246
326	0.2871741546
327	0.2866853525
328	0.2860823772
329	0.2853766712
330	0.2847323646
331	0.2843079224
332	0.2838602654
333	0.2830820345
334	0.2824948651
335	0.2818635
336	0.2812607991
337	0.280690136
338	0.280185154
339	0.2795864638
340	0.279030163
341	0.2784791809
342	0.2776817704
343	0.2771538055
344	0.276494472
345	0.2758837334
346	0.275327075
347	0.2748322536
348	0.2743502757
349	0.2738016419
350	0.2727107953
351	0.2719773707
352	0.27150208
353	0.270875774
354	0.2700157949
355	0.2693480384
356	0.2684631478
357	0.2677755927
358	0.2673258128
359	0.2665468814
360	0.2658896463
361	0.2653740334
362	0.2649818757
363	0.2643296572
364	0.2639552551
365	0.2634853876
366	0.2628900515
367	0.262272193
368	0.2616865063
369	0.2611720644
370	0.2604510196
371	0.2597322693
372	0.2589745685
373	0.2584265813
374	0.2577279218
375	0.2572925858
376	0.256736174
377	0.2562025296
378	0.255678626
379	0.2550206282
380	0.2545322327
381	0.2541246104
382	0.2534153576
383	0.2527426857
384	0.2521795492
385	0.2517764307
386	0.2512473178
387	0.2508380887
388	0.2503201243
389	0.2499877165
390	0.2493367342
391	0.2490102494
392	0.2484025841
393	0.2480396816
394	0.2472793566
395	0.2468124955
396	0.246041569
397	0.2453194138
398	0.2449031056
399	0.2440501174
400	0.2435531175
401	0.2429165807
402	0.2421373864
403	0.2418072567
404	0.2414038981
405	0.2409311811
406	0.2403650023
407	0.2397780108
408	0.2391560192
409	0.2386202682
410	0.2381139798
411	0.2377149879
412	0.2371497709
413	0.2367691438
414	0.2363215032
415	0.2358799569
416	0.2355668904
417	0.2349540779
418	0.234321155
419	0.2337985284
420	0.2328957564
421	0.2323675221
422	0.2320067246
423	0.23132464
424	0.2306258189
425	0.2302193691
426	0.2296966167
427	0.2289145221
428	0.2285652569
429	0.2282042699
430	0.2277685943
431	0.2273678273
432	0.2268405369
433	0.2263116167
434	0.2257477927
435	0.2252036954
436	0.2243672871
437	0.2239042504
438	0.2235114705
439	0.2230797663
440	0.2225302278
441	0.2222268875
442	0.2214522051
443	0.2208883468
444	0.2205196815
445	0.2198954396
446	0.2195337178
447	0.2189697942
448	0.2184826495
449	0.2179697572
450	0.2176157073
451	0.2172013521
452	0.2166231528
453	0.2161174033
454	0.2155766863
455	0.2150475032
456	0.2144957911
457	0.2142367134
458	0.2140106845
459	0.2137434352
460	0.2133056187
461	0.2126779262
462	0.2120687145
463	0.2116773161
464	0.2114069919
465	0.2107765805
466	0.2104842353
467	0.2100371188
468	0.2097048172
469	0.2092748684
470	0.2086814936
471	0.2082243521
472	0.2079186227
473	0.2074497693
474	0.2071704081
475	0.2068316365
476	0.2065366931
477	0.2060031515
478	0.2056877482
479	0.2054210199
480	0.2049798835
481	0.2045666486
482	0.2041134589
483	0.2036355914
484	0.2030330145
485	0.2028284171
486	0.2025460103
487	0.2021922918
488	0.2018812144
489	0.2016089044
490	0.2013072167
491	0.2009906622
492	0.2005685062
493	0.2000930783
494	0.1998367816
495	0.1992732972
496	0.1987683789
497	0.1983592461
498	0.1979661657
499	0.1976012318
500	0.197224991
501	0.196634918
502	0.1962005945
503	0.1958349584
504	0.1953962829
505	0.1948618105
506	0.1945163567
507	0.1940502516
508	0.1937860757
509	0.1934446374
510	0.1928664299
511	0.1925561232
512	0.1920363544
513	0.1917392603
514	0.1912713361
515	0.1908240596
516	0.1904669363
517	0.1901136816
518	0.1898864932
519	0.1895237508
520	0.1891817263
521	0.1889512196
522	0.1886817707
523	0.1882772086
524	0.1878313087
525	0.1875521679
526	0.1873410712
527	0.1870286563
528	0.1867861911
529	0.1865486233
530	0.1862111728
531	0.1859246672
532	0.1855297742
533	0.1850430541
534	0.1847627392
535	0.1844437106
536	0.1840817389
537	0.1838298415
538	0.183462187
539	0.1830366066
540	0.1827243958
541	0.182441393
542	0.1820705737
543	0.1817979976
544	0.1814315923
545	0.1808975625
546	0.1805130668
547	0.180280429
548	0.1799765891
549	0.179543892
550	0.1790520557
551	0.1788141434
552	0.1785158197
553	0.1781301204
554	0.1779173923
555	0.1776736795
556	0.1773575936
557	0.1770394077
558	0.1767533021
559	0.1763881429
560	0.1761242347
561	0.1756929029
562	0.1755185976
563	0.1753120504
564	0.1749425147
565	0.1746351768
566	0.1742466933
567	0.1739131245
568	0.173474965
569	0.1732315478
570	0.1727643911
571	0.172435767
572	0.1721081032
573	0.1717675336
574	0.1713536129
575	0.1711117682
576	0.1707154659
577	0.1704845086
578	0.1699413159
579	0.169627642
580	0.1692447189
581	0.1688315672
582	0.1685706524
583	0.1682245307
584	0.1677497135
585	0.1674238819
586	0.167133831
587	0.1669666849
588	0.1666038902
589	0.1662805554
590	0.1659449551
591	0.1656387048
592	0.1654078601
593	0.1649547244
594	0.1646814591
595	0.164536837
596	0.1642281503
597	0.163968225
598	0.1636447515
599	0.1633334666
600	0.1630808768
601	0.1626999737
602	0.1625470413
603	0.1622150793
604	0.1619491218
605	0.1616663394
606	0.1614651125
607	0.1611887184
608	0.1608515929
609	0.160517575
610	0.1603515116
611	0.160144138
612	0.159846363
613	0.1595009631
614	0.159183045
615	0.1589444598
616	0.1586828803
617	0.1582746718
618	0.1579654217
619	0.1576949636
620	0.1575429489
621	0.1573422298
622	0.157135645
623	0.1567311075
624	0.156466293
625	0.1561543533
626	0.1559614417
627	0.1556201798
628	0.1553435358
629	0.1550178267
630	0.1547327009
631	0.1543870478
632	0.1539514555
633	0.1537411768
634	0.1534465192
635	0.1532443941
636	0.1530307041
637	0.1527339367
638	0.1524958137
639	0.1523142955
640	0.1519351022
641	0.1516454334
642	0.1515078741
643	0.1511341725
644	0.1507673786
645	0.1505002355
646	0.1503342962
647	0.149915558
648	0.1495664446
649	0.149333268
650	0.1491474028
651	0.1489340606
652	0.1487139039
653	0.1485071721
654	0.1482875772
655	0.1478978379
656	0.1475529556
657	0.147372107
658	0.1471243133
659	0.1468950967
660	0.1465490518
661	0.1462545591
662	0.1459706826
663	0.1457443466
664	0.1454236834
665	0.1451348834
666	0.1450374143
667	0.1447430229
668	0.1443928431
669	0.144162908
670	0.1438966973
671	0.1437253446
672	0.1435672551
673	0.1432244892
674	0.1430203784
675	0.1428500904
676	0.1425197614
677	0.1422604976
678	0.141832577
679	0.1414042319
680	0.1411748373
681	0.1409536976
682	0.1408153609
683	0.1406244676
684	0.1404356385
685	0.1402222588
686	0.1400282759
687	0.1397807467
688	0.1395495673
689	0.1393778814
690	0.1390169271
691	0.138802824
692	0.1385315379
693	0.1383966256
694	0.1382150666
695	0.138014973
696	0.137765081
697	0.1374528326
698	0.1372096963
699	0.1369484353
700	0.1367438803
701	0.1365885473
702	0.1363553544
703	0.1360193295
704	0.135816886
705	0.1354790861
706	0.1352192376
707	0.1349981893
708	0.1348142951
709	0.1345829
710	0.1343138381
711	0.1341172048
712	0.1339694604
713	0.1337831821
714	0.1336200662
715	0.1333992334
716	0.1332414314
717	0.1329856458
718	0.1328241809
719	0.1325325117
720	0.1323636068
721	0.1320907825
722	0.1316844731
723	0.1315105076
724	0.1312455168
725	0.1309950237
726	0.1308377867
727	0.1305399023
728	0.1302588443
729	0.1299370772
730	0.1297719789
731	0.1294481166
732	0.1293112644
733	0.1291798957
734	0.1290418204
735	0.1288151137
736	0.1286332705
737	0.128351512
738	0.1281500989
739	0.1277833116
740	0.1275354836
741	0.1273185276
742	0.1270601635
743	0.126896205
744	0.1265163242
745	0.1262997699
746	0.1260372123
747	0.1259089267
748	0.1256642342
749	0.1254929647
750	0.1252853168
751	0.1250393407
752	0.1248998658
753	0.1245297145
754	0.1242802094
755	0.1241057556
756	0.1239914943
757	0.1238171826
758	0.1236975569
759	0.1234749082
760	0.1232861101
761	0.1230446998
762	0.122829256
763	0.1225903165
764	0.122370991
765	0.1221598223
766	0.1220223201
767	0.1218062443
768	0.1216701383
769	0.121514193
770	0.1213319285
771	0.1212146054
772	0.1210204934
773	0.1208283166
774	0.1207136683
775	0.1204318233
776	0.1201646687
777	0.1199471248
778	0.1197999389
779	0.1195764297
780	0.1194690123
781	0.1193410207
782	0.1190771861
783	0.1188553702
784	0.1186911047
785	0.1184673963
786	0.1182427129
787	0.1180468177
788	0.117937898
789	0.1177382959
790	0.1175236669
791	0.1173075503
792	0.1171542978
793	0.1169685909
794	0.1167854495
795	0.1166050157
796	0.1164619547
797	0.1162535867
798	0.1160501683
799	0.1158862506
800	0.1156934434
801	0.1155121277
802	0.1152757406
803	0.1151043111
804	0.1149229187
805	0.114752211
806	0.1145103239
807	0.1143206489
808	0.1141995257
809	0.1140656814
810	0.1138982528
811	0.1137497425
812	0.1136249679
813	0.1133504649
814	0.1132424809
815	0.1130885572
816	0.1128087305
817	0.1126362183
818	0.1123922688
819	0.1120794032
820	0.1118734748
821	0.11171977
822	0.1115474374
823	0.1113095675
824	0.1111594341
825	0.1110251097
826	0.110878074
827	0.1107334666
828	0.1104650269
829	0.1102332546
830	0.1101268056
831	0.1100304796
832	0.1098007927
833	0.1096439753
834	0.1094768766
835	0.1092290813
836	0.1089806099
837	0.1088957476
838	0.1086893947
839	0.1085614782
840	0.1083983444
841	0.1082115337
842	0.1079375679
843	0.1076905727
844	0.1075568852
845	0.1074116295
846	0.1071647063
847	0.1069433134
848	0.1067968101
849	0.1066944566
850	0.1064982578
851	0.1063994153
852	0.106273416
853	0.106075424
854	0.1058821548
855	0.1056746163
856	0.1055585293
857	0.1053518465
858	0.1052141418
859	0.1049952344
860	0.1048451319
861	0.1047701215
862	0.1045921829
863	0.1045077206
864	0.1043397498
865	0.1041050447
866	0.1039726114
867	0.103737867
868	0.1036282598
869	0.1034476332
870	0.1033754218
871	0.1030908937
872	0.1028976277
873	0.102732936
874	0.1025483674
875	0.1024191216
876	0.1022554718
877	0.1021411909
878	0.1020394253
879	0.1019146279
880	0.101731934
881	0.1014951517
882	0.101385773
883	0.101214595
884	0.1010865087
885	0.100895493
886	0.1006785256
887	0.1004871048
888	0.100393746
889	0.1002857032
890	0.1001580774
891	0.1000515076
892	0.09984259736
893	0.09959615747
894	0.09945177052
895	0.09932848525
896	0.09912666229
897	0.09901743066
898	0.09891641956
899	0.09876984439
900	0.09864146089
901	0.09847634459
902	0.09824992206
903	0.09813035024
904	0.09796444357
905	0.09777654687
906	0.09757844063
907	0.09741954934
908	0.09721270979
909	0.09703132551
910	0.09679812275
911	0.09664607701
912	0.09651453201
913	0.09635350802
914	0.096103727
915	0.09598090877
916	0.09585255139
917	0.09571057803
918	0.09554912619
919	0.09543951244
920	0.09536188923
921	0.09522954405
922	0.09513072118
923	0.09501215856
924	0.09478962585
925	0.09465886469
926	0.09441924095
927	0.09426892947
928	0.09413006861
929	0.0938574288
930	0.09376770503
931	0.09368175676
932	0.09351558228
933	0.09336871317
934	0.09324690087
935	0.09312367113
936	0.09304562007
937	0.09294476248
938	0.0928935776
939	0.09280967712
940	0.09260415378
941	0.09245297027
942	0.09229701839
943	0.09212239474
944	0.09204904021
945	0.09184311187
946	0.09171962085
947	0.09159952974
948	0.0915351012
949	0.091315939
950	0.0912367677
951	0.09110871733
952	0.09098877319
953	0.09085962217
954	0.09072155169
955	0.09060792727
956	0.09040819455
957	0.09024936859
958	0.09019521165
959	0.09004161456
960	0.08995953978
961	0.08973719976
962	0.08958683602
963	0.08942719355
964	0.08934303832
965	0.08921537007
966	0.08907968051
967	0.08897109554
968	0.08883985101
969	0.088720289
970	0.08864669604
971	0.08854712852
972	0.08847279091
973	0.08824110358
974	0.08808343378
975	0.08791081546
976	0.08778503496
977	0.08767481373
978	0.08748981071
979	0.08741871951
980	0.08731039583
981	0.08718058181
982	0.08712134623
983	0.08700679426
984	0.08682783662
985	0.08674957654
986	0.08661666635
987	0.08650557962
988	0.08639789607
989	0.08632375443
990	0.08618202601
991	0.08605087947
992	0.0858889116
993	0.08582871581
994	0.08567881258
995	0.08545766465
996	0.08533450349
997	0.08527274328
998	0.08512234688
999	0.08497651636
