iter	Logloss
173	0.4755272016
174	0.4750650584
175	0.4744456717
176	0.4738300241
177	0.4735086299
178	0.4727673571
179	0.4721819611
180	0.471510674
181	0.4708943939
182	0.4702024983
183	0.4695119265
184	0.4689470107
185	0.4683207215
186	0.4676514243
187	0.4671082732
188	0.4666689245
189	0.4663726333
190	0.4660070121
191	0.4655094764
192	0.4649909857
193	0.4642765105
194	0.4637591797
195	0.4631244284
196	0.4625020567
197	0.46174507
198	0.4610888003
199	0.4605443965
200	0.4599161194
201	0.4593689935
202	0.4588342504
203	0.4583233786
204	0.4579782295
205	0.4575402851
206	0.4569436846
207	0.4564637095
208	0.4560725496
209	0.4555176364
210	0.4551957537
211	0.4547046713
212	0.4544500896
213	0.4538254883
214	0.4531963144
215	0.4527284716
216	0.4522169795
217	0.4518420305
218	0.4513869632
219	0.4506601304
220	0.4501575308
221	0.4496310015
222	0.4492099333
223	0.4488043725
224	0.4484878776
225	0.4481082405
226	0.4476423393
227	0.4470580419
228	0.4463419282
229	0.4456205472
230	0.4450741914
231	0.4445919358
232	0.4440947817
233	0.4433863975
234	0.4430907703
235	0.4426479215
236	0.442208904
237	0.4417176976
238	0.4413908376
239	0.4408317395
240	0.4404256668
241	0.4398553693
242	0.439528651
243	0.4390317538
244	0.4386936421
245	0.438085065
246	0.437718735
247	0.4370195905
248	0.4366999313
249	0.436398792
250	0.435998115
251	0.4357184269
252	0.4351717178
253	0.4344366416
254	0.4341343433
255	0.4336666619
256	0.4332421683
257	0.4327543087
258	0.4322659043
259	0.4320146272
260	0.4314195125
261	0.4309588791
262	0.4304846346
263	0.4300463566
264	0.4294269913
265	0.4286442435
266	0.4281599135
267	0.427735039
268	0.4271534294
269	0.4267220576
270	0.4260776648
271	0.4256043787
272	0.4251111994
273	0.4247057603
274	0.4241596708
275	0.4236458722
276	0.423281274
277	0.4229801553
278	0.4223840025
279	0.421870606
280	0.4213869399
281	0.4210052664
282	0.4204986781
283	0.4200389965
284	0.419586565
285	0.4190225231
286	0.41864406
287	0.4183239976
288	0.4178668326
289	0.4172174929
290	0.4170139974
291	0.4167450336
292	0.416381675
293	0.4159237849
294	0.4155692322
295	0.4149705055
296	0.4146868497
297	0.4141001416
298	0.4136785771
299	0.41326127
300	0.4127767924
301	0.4123520251
302	0.4121407934
303	0.4116698196
304	0.4111832231
305	0.4105681321
306	0.4103432152
307	0.4098555903
308	0.4094983156
309	0.4091327756
310	0.4087276159
311	0.4083548636
312	0.407915238
313	0.407337384
314	0.4068578109
315	0.4060754194
316	0.4056023464
317	0.4052720322
318	0.404846751
319	0.4044127178
320	0.4040232291
321	0.403435285
322	0.4030571
323	0.402753664
324	0.4023039309
325	0.4019042647
326	0.4015356823
327	0.4011605732
328	0.400814705
329	0.4003658796
330	0.399946799
331	0.399408347
332	0.3990165401
333	0.3985661774
334	0.3980374808
335	0.3974686171
336	0.3972673483
337	0.3965306585
338	0.396135618
339	0.3957367931
340	0.3954223507
341	0.3948639091
342	0.394475833
343	0.39419937
344	0.3937733368
345	0.3932643756
346	0.3928938596
347	0.3925716287
348	0.3920746938
349	0.3917125416
350	0.3914807859
351	0.3908900398
352	0.3904114464
353	0.3901181232
354	0.3895093334
355	0.3890265054
356	0.3885476521
357	0.3880651608
358	0.3875309766
359	0.3872794028
360	0.3869286414
361	0.3864954831
362	0.3861030045
363	0.3856766073
364	0.3853143396
365	0.3849577451
366	0.3845703416
367	0.3840193205
368	0.3835444106
369	0.3830717194
370	0.3824918971
371	0.3821679201
372	0.3819020761
373	0.3813552471
374	0.3809243032
375	0.3805563751
376	0.3803551808
377	0.3799371064
378	0.3795706226
379	0.3791213258
380	0.3785588655
381	0.3781129768
382	0.3776210859
383	0.3772951452
384	0.3768900694
385	0.37642612
386	0.3761597047
387	0.3759763378
388	0.3755943795
389	0.3753212182
390	0.3749601739
391	0.3745151464
392	0.3740928172
393	0.3735893521
394	0.3731540726
395	0.3728523181
396	0.3725612969
397	0.3720232258
398	0.3715902179
399	0.3711267589
400	0.3707689331
401	0.3703378979
402	0.3697719468
403	0.3692173781
404	0.3688345453
405	0.3684755068
406	0.3680945868
407	0.367516631
408	0.3672414874
409	0.3668053737
410	0.3665200986
411	0.3661420353
412	0.3656901313
413	0.365137282
414	0.364839587
415	0.3642778836
416	0.363929347
417	0.3637276936
418	0.3631181685
419	0.3628381116
420	0.3623756535
421	0.3620641033
422	0.3617197389
423	0.3613887799
424	0.3609760655
425	0.3605302291
426	0.3601334591
427	0.3595237069
428	0.359107394
429	0.3588643832
430	0.3584936584
431	0.3580085706
432	0.3574954211
433	0.3569273145
434	0.3566681535
435	0.3562427997
436	0.3557158219
437	0.3554701901
438	0.3549563299
439	0.3543567092
440	0.3537852051
441	0.3533641797
442	0.3529577496
443	0.3525458922
444	0.3520924791
445	0.3517081552
446	0.3513034803
447	0.350879625
448	0.3504697893
449	0.350114148
450	0.3497885501
451	0.3493587841
452	0.3488321837
453	0.3484791741
454	0.3481442744
455	0.3479295827
456	0.3474101194
457	0.3470324824
458	0.3466365891
459	0.3462312096
460	0.3458056854
461	0.3453742
462	0.3447429016
463	0.3443838471
464	0.343972827
465	0.3436934656
466	0.3433296475
467	0.3428934016
468	0.3425244988
469	0.3421350289
470	0.3418826566
471	0.3414979378
472	0.3410853252
473	0.3406010176
474	0.340051036
475	0.3396369852
476	0.3391839408
477	0.3388906294
478	0.3386184724
479	0.3381511507
480	0.3377965707
481	0.3375745185
482	0.3370789597
483	0.3367853206
484	0.3364531744
485	0.3361049474
486	0.3357750115
487	0.3353397556
488	0.3350182161
489	0.334657208
490	0.3342171692
491	0.3338554164
492	0.3334146949
493	0.3330582572
494	0.332603987
495	0.3323873754
496	0.3318110764
497	0.3314269904
498	0.3310017553
499	0.3307067679
500	0.330393388
501	0.3299029758
502	0.3294753076
503	0.3290191642
504	0.3284395307
505	0.3280493183
506	0.3276357838
507	0.3272781841
508	0.3270004819
509	0.3264311332
510	0.3260488526
511	0.3257828134
512	0.3253184468
513	0.325004798
514	0.3245040436
515	0.324040751
516	0.3235922556
517	0.3231323731
518	0.3228179664
519	0.3225242063
520	0.3220741075
521	0.3218783374
522	0.3215189662
523	0.3211604627
524	0.3207702685
525	0.3202914163
526	0.3199590383
527	0.3195895522
528	0.3192136809
529	0.3188535729
530	0.3183728334
531	0.3179736182
532	0.3175010635
533	0.3170382087
534	0.3165564054
535	0.316210136
536	0.3159889915
537	0.3157008737
538	0.3153904267
539	0.3150833509
540	0.3147732863
541	0.3144475976
542	0.3140803783
543	0.3135607695
544	0.3130668616
545	0.312749626
546	0.3123041386
547	0.3119173742
548	0.3114403776
549	0.310987306
550	0.3105744575
551	0.3101919628
552	0.3097953916
553	0.3094573734
554	0.3091629698
555	0.3088090505
556	0.3084530167
557	0.3080044997
558	0.3075618084
559	0.3071887374
560	0.3068485922
561	0.3063761081
562	0.3057938205
563	0.3053438645
564	0.3051040026
565	0.3048089633
566	0.3046090868
567	0.3043021891
568	0.3039488815
569	0.3035807239
570	0.3032590535
571	0.3027764785
572	0.3025736298
573	0.3023098093
574	0.3018071146
575	0.3014913399
576	0.3011341188
577	0.3007343921
578	0.3002510999
579	0.2998056551
580	0.2993352143
581	0.2989461203
582	0.2986224656
583	0.2981569137
584	0.2977949653
585	0.2973929562
586	0.2969482044
587	0.2966199628
588	0.2961607609
589	0.2958097206
590	0.2953982507
591	0.2950224244
592	0.2946304706
593	0.2943349436
594	0.2940645207
595	0.293772517
596	0.2934312893
597	0.2931069422
598	0.2927439818
599	0.2923136792
600	0.2919624887
601	0.2916034838
602	0.2911958927
603	0.2907874885
604	0.290406342
605	0.2900794379
606	0.2897205471
607	0.2894757506
608	0.2890425617
609	0.2886681076
610	0.2883202113
611	0.2879751051
612	0.2875877886
613	0.2873194409
614	0.2869113745
615	0.2866217785
616	0.2864420829
617	0.2860996529
618	0.2857998663
619	0.2854341465
620	0.2850143431
621	0.2848132733
622	0.2845143826
623	0.2842254145
624	0.2839758255
625	0.2835615461
626	0.2832993227
627	0.2829921295
628	0.2826336187
629	0.2824121274
630	0.2821809623
631	0.2817962006
632	0.2815428441
633	0.2811447741
634	0.280893518
635	0.2805849542
636	0.2803486459
637	0.2799618446
638	0.2796847028
639	0.2793096069
640	0.2790132516
641	0.278644406
642	0.2784713316
643	0.2780502394
644	0.2777542082
645	0.2773922561
646	0.2771395419
647	0.2767884878
648	0.2766091438
649	0.2761784135
650	0.2759438093
651	0.2756772162
652	0.2753627248
653	0.2751019445
654	0.2748768924
655	0.2745202885
656	0.2742412258
657	0.2738509428
658	0.2735484931
659	0.2731861062
660	0.2728169283
661	0.2725781292
662	0.2722730796
663	0.2719451332
664	0.2717428874
665	0.2714947407
666	0.2710906915
667	0.2707895821
668	0.2705068944
669	0.2701625992
670	0.2698818863
671	0.2696428627
672	0.2693703152
673	0.2690350326
674	0.2687527827
675	0.2684403743
676	0.2681200827
677	0.267781017
678	0.2675293923
679	0.2672642406
680	0.2670185995
681	0.266858153
682	0.2665689757
683	0.26631161
684	0.2659362607
685	0.2656867489
686	0.2653733464
687	0.2651237244
688	0.2647928807
689	0.2644792331
690	0.2642269572
691	0.2639865735
692	0.2636931187
693	0.2634048366
694	0.2630850979
695	0.2627751319
696	0.2624634394
697	0.2622429114
698	0.2620217138
699	0.2618037839
700	0.2615081411
701	0.2613091023
702	0.2611709646
703	0.2609140551
704	0.2605821789
705	0.2604147166
706	0.2600472803
707	0.2597616147
708	0.2593880924
709	0.259092544
710	0.2587412953
711	0.2584498993
712	0.2582452043
713	0.2578824856
714	0.2576751016
715	0.2573626158
716	0.2570980681
717	0.2568965833
718	0.2566522845
719	0.2564356773
720	0.2562154309
721	0.2560331291
722	0.2558118308
723	0.2555005613
724	0.2551938609
725	0.2548920381
726	0.2547252055
727	0.2545413064
728	0.2542937701
729	0.2540254352
730	0.2537618354
731	0.2534382701
732	0.253197204
733	0.2528881184
734	0.2525583242
735	0.2522829123
736	0.2519822205
737	0.2516414573
738	0.2514230389
739	0.2510377095
740	0.2507773471
741	0.2504731722
742	0.2502182734
743	0.2499187899
744	0.2496326022
745	0.2493274723
746	0.2491568057
747	0.2488478393
748	0.248666847
749	0.2483384528
750	0.2481074828
751	0.2479208763
752	0.2476279116
753	0.2473285767
754	0.2471339782
755	0.2468581262
756	0.2466152497
757	0.2464513297
758	0.2462558093
759	0.2460220913
760	0.2457475578
761	0.245449922
762	0.2451912922
763	0.2449133119
764	0.2447423405
765	0.2445237069
766	0.2442821142
767	0.2441119296
768	0.243825002
769	0.2436304657
770	0.2433420726
771	0.2430560466
772	0.2428471552
773	0.2425677136
774	0.2423411379
775	0.2420800031
776	0.2419077088
777	0.2416860809
778	0.2414186801
779	0.2410691352
780	0.2408128989
781	0.2405274792
782	0.240273686
783	0.2401402931
784	0.2399304178
785	0.2397167027
786	0.2395059028
787	0.2392940928
788	0.2390457891
789	0.2388053134
790	0.2385476614
791	0.2382802172
792	0.2380770951
793	0.2378471958
794	0.2375743285
795	0.2373418155
796	0.2370604609
797	0.2368045942
798	0.2366001937
799	0.2364171368
800	0.2361595981
801	0.2359205807
802	0.2356177557
803	0.2354379001
804	0.2352081489
805	0.2350033251
806	0.2347674992
807	0.2346065676
808	0.2344417134
809	0.2341647132
810	0.2339913251
811	0.2337567962
812	0.2335001076
813	0.2333244264
814	0.2330486968
815	0.2327061767
816	0.2324866465
817	0.2323543384
818	0.2321042142
819	0.2318569387
820	0.2316332689
821	0.2313344698
822	0.2310917207
823	0.2308025548
824	0.2305266897
825	0.2303421389
826	0.2301178291
827	0.229894379
828	0.2296823054
829	0.2294939095
830	0.22933981
831	0.2290180212
832	0.2286775478
833	0.2284483677
834	0.2283073444
835	0.2281246524
836	0.2278253744
837	0.2275922489
838	0.2274186543
839	0.2272048622
840	0.2269653164
841	0.2267739333
842	0.2265991866
843	0.2264280362
844	0.2262119755
845	0.2260370234
846	0.2258362481
847	0.2256880068
848	0.2254567994
849	0.2251909952
850	0.2250412884
851	0.224742074
852	0.224501239
853	0.2242282906
854	0.2240983714
855	0.2238210543
856	0.2235516231
857	0.2232512384
858	0.2230015562
859	0.2227779417
860	0.222485982
861	0.2222312238
862	0.2220510694
863	0.2218470745
864	0.2215617807
865	0.2213900194
866	0.2212021959
867	0.2210301762
868	0.2208531011
869	0.2207144972
870	0.2205955494
871	0.220336086
872	0.220126341
873	0.219924082
874	0.2197914943
875	0.2195794734
876	0.2193532623
877	0.219209941
878	0.2191164464
879	0.2189618086
880	0.2188025454
881	0.2186136758
882	0.2183488509
883	0.218106834
884	0.2179048921
885	0.2177825251
886	0.2176538989
887	0.2174178023
888	0.217174019
889	0.2169432301
890	0.2167404507
891	0.2165512856
892	0.2163640063
893	0.216134899
894	0.2159333732
895	0.2157598188
896	0.2154981149
897	0.2153658386
898	0.2151743407
899	0.2150094822
900	0.2148558853
901	0.2146650536
902	0.2144017426
903	0.2142537008
904	0.2140558948
905	0.2139068361
906	0.2137344133
907	0.2136120904
908	0.2134806144
909	0.2132603514
910	0.2130992983
911	0.2128818051
912	0.2127386558
913	0.2125068582
914	0.2122474186
915	0.21202722
916	0.2118604578
917	0.211591778
918	0.2114084295
919	0.2112959994
920	0.2111544063
921	0.2109991117
922	0.210783259
923	0.2106040613
924	0.210372261
925	0.2101149796
926	0.2099113512
927	0.2097397366
928	0.2094848359
929	0.2092835193
930	0.2090822371
931	0.2088614522
932	0.2086367922
933	0.208393963
934	0.2082032826
935	0.2080026734
936	0.2077351873
937	0.2074957995
938	0.2072467325
939	0.2070962827
940	0.2069121625
941	0.2066737749
942	0.2065131137
943	0.2062947267
944	0.2060815502
945	0.2058752232
946	0.2056474257
947	0.2054168746
948	0.2051948669
949	0.2050683698
950	0.204850574
951	0.2046182232
952	0.2044588646
953	0.2041747439
954	0.2040367465
955	0.2037266342
956	0.2034658587
957	0.2033057127
958	0.2030880058
959	0.2029544595
960	0.2027989622
961	0.2025344773
962	0.2023611937
963	0.2021390435
964	0.2019825427
965	0.2017880356
966	0.2015504729
967	0.2013657783
968	0.2011748838
969	0.2009564938
970	0.2007354321
971	0.2004895213
972	0.2003236416
973	0.200135213
974	0.1998996701
975	0.1996605567
976	0.1993621999
977	0.1991422686
978	0.198967367
979	0.1986960341
980	0.1984296373
981	0.1982495736
982	0.1981108476
983	0.1979302058
984	0.1977394045
985	0.1975999789
986	0.1974093363
987	0.1972047633
988	0.1970655431
989	0.196949847
990	0.1968633478
991	0.1967008727
992	0.1965664281
993	0.1963947872
994	0.196308621
995	0.196175212
996	0.1960161725
997	0.1958207965
998	0.1956103875
999	0.1954145434
