iter	Passed	Remaining
726	4024	1511
727	4028	1505
728	4032	1499
729	4037	1493
730	4041	1487
731	4044	1480
732	4049	1475
733	4054	1469
734	4057	1463
735	4061	1456
736	4065	1450
737	4070	1445
738	4074	1438
739	4077	1432
740	4082	1426
741	4086	1420
742	4090	1414
743	4093	1408
744	4098	1402
745	4102	1396
746	4106	1390
747	4110	1384
748	4115	1379
749	4119	1373
750	4123	1367
751	4126	1360
752	4131	1355
753	4135	1349
754	4139	1343
755	4142	1337
756	4147	1331
757	4151	1325
758	4155	1319
759	4158	1313
760	4163	1307
761	4167	1301
762	4171	1295
763	4175	1289
764	4181	1284
765	4185	1278
766	4189	1272
767	4193	1266
768	4198	1261
769	4202	1255
770	4206	1249
771	4211	1243
772	4215	1237
773	4218	1231
774	4222	1225
775	4226	1220
776	4230	1214
777	4234	1208
778	4237	1202
779	4242	1196
780	4246	1190
781	4250	1184
782	4253	1178
783	4259	1173
784	4263	1167
785	4267	1161
786	4270	1155
787	4275	1150
788	4279	1144
789	4283	1138
790	4286	1132
791	4291	1126
792	4295	1121
793	4299	1115
794	4302	1109
795	4307	1103
796	4311	1098
797	4315	1092
798	4318	1086
799	4324	1081
800	4328	1075
801	4332	1069
802	4335	1063
803	4340	1058
804	4344	1052
805	4347	1046
806	4351	1040
807	4356	1035
808	4360	1029
809	4364	1023
810	4368	1017
811	4373	1012
812	4377	1006
813	4381	1001
814	4385	995
815	4390	990
816	4394	984
817	4398	978
818	4402	972
819	4407	967
820	4411	961
821	4414	955
822	4418	950
823	4423	944
824	4427	939
825	4431	933
826	4436	927
827	4440	922
828	4444	916
829	4447	910
830	4453	905
831	4457	900
832	4461	894
833	4464	888
834	4469	883
835	4473	877
836	4477	871
837	4480	866
838	4485	860
839	4489	855
840	4493	849
841	4497	843
842	4502	838
843	4506	832
844	4510	827
845	4513	821
846	4517	816
847	4521	810
848	4525	804
849	4529	799
850	4534	793
851	4538	788
852	4542	782
853	4545	777
854	4551	771
855	4555	766
856	4559	760
857	4563	755
858	4568	749
859	4572	744
860	4576	738
861	4580	733
862	4585	727
863	4588	722
864	4592	716
865	4597	711
866	4601	705
867	4605	700
868	4609	694
869	4613	689
870	4617	683
871	4621	678
872	4624	672
873	4630	667
874	4634	662
875	4638	656
876	4641	651
877	4647	645
878	4651	640
879	4655	634
880	4658	629
881	4663	623
882	4667	618
883	4671	612
884	4675	607
885	4680	602
886	4684	596
887	4688	591
888	4692	585
889	4697	580
890	4701	575
891	4705	569
892	4709	564
893	4714	558
894	4718	553
895	4721	548
896	4726	542
897	4730	537
898	4734	531
899	4737	526
900	4742	521
901	4747	515
902	4752	510
903	4755	505
904	4762	499
905	4766	494
906	4770	489
907	4775	483
908	4779	478
909	4783	473
910	4787	467
911	4792	462
912	4796	457
913	4800	451
914	4803	446
915	4808	440
916	4812	435
917	4816	430
918	4819	424
919	4825	419
920	4829	414
921	4833	408
922	4836	403
923	4841	398
924	4845	392
925	4848	387
926	4852	382
927	4857	376
928	4861	371
929	4864	366
930	4868	360
931	4873	355
932	4877	350
933	4881	344
934	4885	339
935	4890	334
936	4894	329
937	4898	323
938	4901	318
939	4907	313
940	4911	307
941	4914	302
942	4918	297
943	4923	292
944	4927	286
945	4931	281
946	4936	276
947	4940	270
948	4944	265
949	4948	260
950	4953	255
951	4957	249
952	4961	244
953	4965	239
954	4970	234
955	4975	228
956	4978	223
957	4982	218
958	4987	213
959	4992	208
960	4995	202
961	5000	197
962	5005	192
963	5009	187
964	5012	181
965	5017	176
966	5021	171
967	5025	166
968	5029	160
969	5033	155
970	5037	150
971	5041	145
972	5045	140
973	5050	134
974	5054	129
975	5058	124
976	5061	119
977	5067	113
978	5071	108
979	5075	103
980	5079	98
981	5084	93
982	5088	87
983	5092	82
984	5096	77
985	5101	72
986	5105	67
987	5108	62
988	5112	56
989	5117	51
990	5121	46
991	5124	41
992	5129	36
993	5133	30
994	5137	25
995	5142	20
996	5147	15
997	5151	10
998	5158	5
999	5164	0
